NOC,Year,Bronze,Gold,Silver,Participants,Events,is_host,Total
LAO,1964,0,0,0,0,0,0,0
LAO,1968,0,0,0,0,0,0,0
LAO,1972,0,0,0,0,0,0,0
LAO,1976,0,0,0,0,0,0,0
LAO,1980,0,0,0,19,3,0,0
LAO,1984,0,0,0,0,0,0,0
LAO,1988,0,0,0,3,2,0,0
LAO,1992,0,0,0,7,2,0,0
LAO,1996,0,0,0,5,1,0,0
LAO,2000,0,0,0,3,2,0,0
LAO,2004,0,0,0,5,3,0,0
LAO,2008,0,0,0,4,2,0,0
LAO,2012,0,0,0,3,2,0,0
LAO,2016,0,0,0,5,4,0,0
LAO,2020,0,0,0,4,3,0,0
LAO,2024,0,0,0,4,3,0,0
LAT,1896,0,0,0,0,0,0,0
LAT,1900,0,0,0,0,0,0,0
LAT,1904,0,0,0,0,0,0,0
LAT,1908,0,0,0,0,0,0,0
LAT,1912,0,0,0,0,0,0,0
LAT,1916,0,0,0,0,0,0,0
LAT,1920,0,0,0,0,0,0,0
LAT,1924,0,0,0,47,6,0,0
LAT,1928,0,0,0,24,6,0,0
LAT,1932,0,0,1,13,2,0,1
LAT,1936,1,0,1,33,6,0,2
LAT,1940,0,0,0,0,0,0,0
LAT,1944,0,0,0,0,0,0,0
LAT,1948,0,0,0,0,0,0,0
LAT,1952,0,0,0,0,0,0,0
LAT,1956,0,0,0,0,0,0,0
LAT,1960,0,0,0,0,0,0,0
LAT,1964,0,0,0,0,0,0,0
LAT,1968,0,0,0,0,0,0,0
LAT,1972,0,0,0,0,0,0,0
LAT,1976,0,0,0,0,0,0,0
LAT,1980,0,0,0,0,0,0,0
LAT,1984,0,0,0,0,0,0,0
LAT,1988,0,0,0,0,0,0,0
LAT,1992,1,0,2,40,13,0,3
LAT,1996,0,0,1,55,12,0,1
LAT,2000,1,1,1,60,13,0,3
LAT,2004,0,0,4,45,11,0,4
LAT,2008,1,1,1,53,11,0,3
LAT,2012,1,1,0,50,12,0,2
LAT,2016,0,0,0,33,12,0,0
LAT,2020,1,1,0,38,15,0,2
LAT,2024,0,0,0,32,14,0,0
LBA,1896,0,0,0,0,0,0,0
LBA,1900,0,0,0,0,0,0,0
LBA,1904,0,0,0,0,0,0,0
LBA,1908,0,0,0,0,0,0,0
LBA,1912,0,0,0,0,0,0,0
LBA,1916,0,0,0,0,0,0,0
LBA,1920,0,0,0,0,0,0,0
LBA,1924,0,0,0,0,0,0,0
LBA,1928,0,0,0,0,0,0,0
LBA,1932,0,0,0,0,0,0,0
LBA,1936,0,0,0,0,0,0,0
LBA,1940,0,0,0,0,0,0,0
LBA,1944,0,0,0,0,0,0,0
LBA,1948,0,0,0,0,0,0,0
LBA,1952,0,0,0,0,0,0,0
LBA,1956,0,0,0,0,0,0,0
LBA,1960,0,0,0,0,0,0,0
LBA,1964,0,0,0,0,0,0,0
LBA,1968,0,0,0,1,1,0,0
LBA,1972,0,0,0,0,0,0,0
LBA,1976,0,0,0,0,0,0,0
LBA,1980,0,0,0,38,5,0,0
LBA,1984,0,0,0,0,0,0,0
LBA,1988,0,0,0,7,3,0,0
LBA,1992,0,0,0,5,4,0,0
LBA,1996,0,0,0,5,2,0,0
LBA,2000,0,0,0,3,3,0,0
LBA,2004,0,0,0,8,5,0,0
LBA,2008,0,0,0,6,4,0,0
LBA,2012,0,0,0,4,3,0,0
LBA,2016,0,0,0,7,6,0,0
LBA,2020,0,0,0,4,4,0,0
LBA,2024,0,0,0,6,5,0,0
LBN,1896,0,0,0,0,0,0,0
LBN,1900,0,0,0,0,0,0,0
LBN,1904,0,0,0,0,0,0,0
LBN,1908,0,0,0,0,0,0,0
LBN,1912,0,0,0,0,0,0,0
LBN,1916,0,0,0,0,0,0,0
LBN,1920,0,0,0,0,0,0,0
LBN,1924,0,0,0,0,0,0,0
LBN,1928,0,0,0,0,0,0,0
LBN,1932,0,0,0,0,0,0,0
LBN,1936,0,0,0,0,0,0,0
LBN,1940,0,0,0,0,0,0,0
LBN,1944,0,0,0,0,0,0,0
LBN,1948,0,0,0,0,0,0,0
LBN,1952,0,0,0,0,0,0,0
LBN,1956,0,0,0,0,0,0,0
LBN,1960,0,0,0,0,0,0,0
LBN,1964,0,0,0,0,0,0,0
LBN,1968,0,0,0,0,0,0,0
LBN,1972,0,0,0,0,0,0,0
LBN,1976,0,0,0,0,0,0,0
LBN,1980,0,0,0,0,0,0,0
LBN,1984,0,0,0,0,0,0,0
LBN,1988,0,0,0,0,0,0,0
LBN,1992,0,0,0,0,0,0,0
LBN,1996,0,0,0,0,0,0,0
LBN,2000,0,0,0,0,0,0,0
LBN,2004,0,0,0,0,0,0,0
LBN,2008,0,0,0,0,0,0,0
LBN,2012,0,0,0,0,0,0,0
LBN,2016,0,0,0,0,0,0,0
LBN,2020,0,0,0,6,5,0,0
LBN,2024,0,0,0,11,7,0,0
LBR,1896,0,0,0,0,0,0,0
LBR,1900,0,0,0,0,0,0,0
LBR,1904,0,0,0,0,0,0,0
LBR,1908,0,0,0,0,0,0,0
LBR,1912,0,0,0,0,0,0,0
LBR,1916,0,0,0,0,0,0,0
LBR,1920,0,0,0,0,0,0,0
LBR,1924,0,0,0,0,0,0,0
LBR,1928,0,0,0,0,0,0,0
LBR,1932,0,0,0,0,0,0,0
LBR,1936,0,0,0,0,0,0,0
LBR,1940,0,0,0,0,0,0,0
LBR,1944,0,0,0,0,0,0,0
LBR,1948,0,0,0,0,0,0,0
LBR,1952,0,0,0,0,0,0,0
LBR,1956,0,0,0,11,1,0,0
LBR,1960,0,0,0,6,1,0,0
LBR,1964,0,0,0,2,1,0,0
LBR,1968,0,0,0,0,0,0,0
LBR,1972,0,0,0,5,1,0,0
LBR,1976,0,0,0,0,0,0,0
LBR,1980,0,0,0,0,0,0,0
LBR,1984,0,0,0,10,1,0,0
LBR,1988,0,0,0,11,2,0,0
LBR,1992,0,0,0,0,0,0,0
LBR,1996,0,0,0,7,1,0,0
LBR,2000,0,0,0,10,1,0,0
LBR,2004,0,0,0,2,1,0,0
LBR,2008,0,0,0,4,1,0,0
LBR,2012,0,0,0,3,1,0,0
LBR,2016,0,0,0,3,1,0,0
LBR,2020,0,0,0,4,1,0,0
LBR,2024,0,0,0,10,1,0,0
LCA,1896,0,0,0,0,0,0,0
LCA,1900,0,0,0,0,0,0,0
LCA,1904,0,0,0,0,0,0,0
LCA,1908,0,0,0,0,0,0,0
LCA,1912,0,0,0,0,0,0,0
LCA,1916,0,0,0,0,0,0,0
LCA,1920,0,0,0,0,0,0,0
LCA,1924,0,0,0,0,0,0,0
LCA,1928,0,0,0,0,0,0,0
LCA,1932,0,0,0,0,0,0,0
LCA,1936,0,0,0,0,0,0,0
LCA,1940,0,0,0,0,0,0,0
LCA,1944,0,0,0,0,0,0,0
LCA,1948,0,0,0,0,0,0,0
LCA,1952,0,0,0,0,0,0,0
LCA,1956,0,0,0,0,0,0,0
LCA,1960,0,0,0,0,0,0,0
LCA,1964,0,0,0,0,0,0,0
LCA,1968,0,0,0,0,0,0,0
LCA,1972,0,0,0,0,0,0,0
LCA,1976,0,0,0,0,0,0,0
LCA,1980,0,0,0,0,0,0,0
LCA,1984,0,0,0,0,0,0,0
LCA,1988,0,0,0,0,0,0,0
LCA,1992,0,0,0,0,0,0,0
LCA,1996,0,0,0,8,2,0,0
LCA,2000,0,0,0,5,2,0,0
LCA,2004,0,0,0,2,2,0,0
LCA,2008,0,0,0,4,2,0,0
LCA,2012,0,0,0,4,3,0,0
LCA,2016,0,0,0,5,3,0,0
LCA,2020,0,0,0,5,3,0,0
LCA,2024,0,1,1,5,3,0,2
LES,1896,0,0,0,0,0,0,0
LES,1900,0,0,0,0,0,0,0
LES,1904,0,0,0,0,0,0,0
LES,1908,0,0,0,0,0,0,0
LES,1912,0,0,0,0,0,0,0
LES,1916,0,0,0,0,0,0,0
LES,1920,0,0,0,0,0,0,0
LES,1924,0,0,0,0,0,0,0
LES,1928,0,0,0,0,0,0,0
LES,1932,0,0,0,0,0,0,0
LES,1936,0,0,0,0,0,0,0
LES,1940,0,0,0,0,0,0,0
LES,1944,0,0,0,0,0,0,0
LES,1948,0,0,0,0,0,0,0
LES,1952,0,0,0,0,0,0,0
LES,1956,0,0,0,0,0,0,0
LES,1960,0,0,0,0,0,0,0
LES,1964,0,0,0,0,0,0,0
LES,1968,0,0,0,0,0,0,0
LES,1972,0,0,0,2,1,0,0
LES,1976,0,0,0,0,0,0,0
LES,1980,0,0,0,7,1,0,0
LES,1984,0,0,0,5,2,0,0
LES,1988,0,0,0,6,2,0,0
LES,1992,0,0,0,8,1,0,0
LES,1996,0,0,0,11,1,0,0
LES,2000,0,0,0,6,3,0,0
LES,2004,0,0,0,3,2,0,0
LES,2008,0,0,0,5,2,0,0
LES,2012,0,0,0,4,2,0,0
LES,2016,0,0,0,9,3,0,0
LES,2020,0,0,0,2,1,0,0
LES,2024,0,0,0,3,2,0,0
LIB,1896,0,0,0,0,0,0,0
LIB,1900,0,0,0,0,0,0,0
LIB,1904,0,0,0,0,0,0,0
LIB,1908,0,0,0,0,0,0,0
LIB,1912,0,0,0,0,0,0,0
LIB,1916,0,0,0,0,0,0,0
LIB,1920,0,0,0,0,0,0,0
LIB,1924,0,0,0,0,0,0,0
LIB,1928,0,0,0,0,0,0,0
LIB,1932,0,0,0,0,0,0,0
LIB,1936,0,0,0,0,0,0,0
LIB,1940,0,0,0,0,0,0,0
LIB,1944,0,0,0,0,0,0,0
LIB,1948,0,0,0,9,3,0,0
LIB,1952,1,0,1,9,4,0,2
LIB,1956,0,0,0,0,0,0,0
LIB,1960,0,0,0,22,6,0,0
LIB,1964,0,0,0,8,2,0,0
LIB,1968,0,0,0,15,6,0,0
LIB,1972,0,0,1,36,9,0,1
LIB,1976,0,0,0,4,3,0,0
LIB,1980,1,0,0,19,8,0,1
LIB,1984,0,0,0,30,9,0,0
LIB,1988,0,0,0,31,8,0,0
LIB,1992,0,0,0,18,7,0,0
LIB,1996,0,0,0,1,1,0,0
LIB,2000,0,0,0,6,4,0,0
LIB,2004,0,0,0,5,3,0,0
LIB,2008,0,0,0,6,4,0,0
LIB,2012,0,0,0,10,7,0,0
LIB,2016,0,0,0,9,7,0,0
LIB,2020,0,0,0,0,0,0,0
LIB,2024,0,0,0,0,0,0,0
LIE,1896,0,0,0,0,0,0,0
LIE,1900,0,0,0,0,0,0,0
LIE,1904,0,0,0,0,0,0,0
LIE,1908,0,0,0,0,0,0,0
LIE,1912,0,0,0,0,0,0,0
LIE,1916,0,0,0,0,0,0,0
LIE,1920,0,0,0,0,0,0,0
LIE,1924,0,0,0,0,0,0,0
LIE,1928,0,0,0,0,0,0,0
LIE,1932,0,0,0,0,0,0,0
LIE,1936,0,0,0,8,3,0,0
LIE,1940,0,0,0,0,0,0,0
LIE,1944,0,0,0,0,0,0,0
LIE,1948,0,0,0,2,1,0,0
LIE,1952,0,0,0,2,1,0,0
LIE,1956,0,0,0,0,0,0,0
LIE,1960,0,0,0,8,3,0,0
LIE,1964,0,0,0,3,1,0,0
LIE,1968,0,0,0,3,1,0,0
LIE,1972,0,0,0,12,4,0,0
LIE,1976,0,0,0,9,2,0,0
LIE,1980,0,0,0,0,0,0,0
LIE,1984,0,0,0,8,3,0,0
LIE,1988,0,0,0,16,5,0,0
LIE,1992,0,0,0,8,4,0,0
LIE,1996,0,0,0,2,2,0,0
LIE,2000,0,0,0,2,2,0,0
LIE,2004,0,0,0,1,1,0,0
LIE,2008,0,0,0,2,2,0,0
LIE,2012,0,0,0,4,3,0,0
LIE,2016,0,0,0,3,2,0,0
LIE,2020,0,0,0,9,3,0,0
LIE,2024,0,0,0,1,1,0,0
LTU,1896,0,0,0,0,0,0,0
LTU,1900,0,0,0,0,0,0,0
LTU,1904,0,0,0,0,0,0,0
LTU,1908,0,0,0,0,0,0,0
LTU,1912,0,0,0,0,0,0,0
LTU,1916,0,0,0,0,0,0,0
LTU,1920,0,0,0,0,0,0,0
LTU,1924,0,0,0,13,2,0,0
LTU,1928,0,0,0,13,4,0,0
LTU,1932,0,0,0,0,0,0,0
LTU,1936,0,0,0,0,0,0,0
LTU,1940,0,0,0,0,0,0,0
LTU,1944,0,0,0,0,0,0,0
LTU,1948,0,0,0,0,0,0,0
LTU,1952,0,0,0,0,0,0,0
LTU,1956,0,0,0,0,0,0,0
LTU,1960,0,0,0,0,0,0,0
LTU,1964,0,0,0,0,0,0,0
LTU,1968,0,0,0,0,0,0,0
LTU,1972,0,0,0,0,0,0,0
LTU,1976,0,0,0,0,0,0,0
LTU,1980,0,0,0,0,0,0,0
LTU,1984,0,0,0,0,0,0,0
LTU,1988,0,0,0,0,0,0,0
LTU,1992,1,1,0,54,11,0,2
LTU,1996,1,0,0,81,14,0,1
LTU,2000,3,2,0,77,15,0,5
LTU,2004,0,1,2,70,13,0,3
LTU,2008,2,0,3,78,16,0,5
LTU,2012,3,2,0,72,14,0,5
LTU,2016,3,0,1,80,15,0,4
LTU,2020,0,0,1,59,13,0,1
LTU,2024,2,0,2,63,14,0,4
LUX,1896,0,0,0,0,0,0,0
LUX,1900,0,1,0,1,1,0,1
LUX,1904,0,0,0,0,0,0,0
LUX,1908,0,0,0,0,0,0,0
LUX,1912,0,0,0,44,2,0,0
LUX,1916,0,0,0,0,0,0,0
LUX,1920,0,0,1,35,6,0,1
LUX,1924,0,1,1,122,10,0,2
LUX,1928,0,1,0,107,10,0,1
LUX,1932,0,0,0,11,1,0,0
LUX,1936,0,0,0,129,10,0,0
LUX,1940,0,0,0,0,0,0,0
LUX,1944,0,0,0,0,0,0,0
LUX,1948,0,0,0,115,8,0,0
LUX,1952,0,1,0,101,9,0,1
LUX,1956,0,0,0,27,5,0,0
LUX,1960,0,0,0,117,10,0,0
LUX,1964,0,0,0,27,7,0,0
LUX,1968,0,0,0,7,5,0,0
LUX,1972,0,0,0,15,5,0,0
LUX,1976,0,0,0,9,4,0,0
LUX,1980,0,0,0,4,3,0,0
LUX,1984,0,0,0,5,3,0,0
LUX,1988,0,0,0,11,4,0,0
LUX,1992,0,0,0,8,4,0,0
LUX,1996,0,0,0,7,5,0,0
LUX,2000,0,0,0,9,4,0,0
LUX,2004,0,0,0,14,6,0,0
LUX,2008,0,0,0,19,7,0,0
LUX,2012,0,0,0,11,7,0,0
LUX,2016,0,0,0,15,5,0,0
LUX,2020,0,0,0,14,7,0,0
LUX,2024,0,0,0,13,7,0,0
MAD,1896,0,0,0,0,0,0,0
MAD,1900,0,0,0,0,0,0,0
MAD,1904,0,0,0,0,0,0,0
MAD,1908,0,0,0,0,0,0,0
MAD,1912,0,0,0,0,0,0,0
MAD,1916,0,0,0,0,0,0,0
MAD,1920,0,0,0,0,0,0,0
MAD,1924,0,0,0,0,0,0,0
MAD,1928,0,0,0,0,0,0,0
MAD,1932,0,0,0,0,0,0,0
MAD,1936,0,0,0,0,0,0,0
MAD,1940,0,0,0,0,0,0,0
MAD,1944,0,0,0,0,0,0,0
MAD,1948,0,0,0,0,0,0,0
MAD,1952,0,0,0,0,0,0,0
MAD,1956,0,0,0,0,0,0,0
MAD,1960,0,0,0,0,0,0,0
MAD,1964,0,0,0,4,1,0,0
MAD,1968,0,0,0,6,2,0,0
MAD,1972,0,0,0,13,2,0,0
MAD,1976,0,0,0,0,0,0,0
MAD,1980,0,0,0,18,4,0,0
MAD,1984,0,0,0,5,2,0,0
MAD,1988,0,0,0,0,0,0,0
MAD,1992,0,0,0,17,6,0,0
MAD,1996,0,0,0,14,4,0,0
MAD,2000,0,0,0,13,4,0,0
MAD,2004,0,0,0,8,5,0,0
MAD,2008,0,0,0,6,4,0,0
MAD,2012,0,0,0,7,5,0,0
MAD,2016,0,0,0,6,4,0,0
MAD,2020,0,0,0,6,4,0,0
MAD,2024,0,0,0,7,5,0,0
MAL,1896,0,0,0,0,0,0,0
MAL,1900,0,0,0,0,0,0,0
MAL,1904,0,0,0,0,0,0,0
MAL,1908,0,0,0,0,0,0,0
MAL,1912,0,0,0,0,0,0,0
MAL,1916,0,0,0,0,0,0,0
MAL,1920,0,0,0,0,0,0,0
MAL,1924,0,0,0,0,0,0,0
MAL,1928,0,0,0,0,0,0,0
MAL,1932,0,0,0,0,0,0,0
MAL,1936,0,0,0,0,0,0,0
MAL,1940,0,0,0,0,0,0,0
MAL,1944,0,0,0,0,0,0,0
MAL,1948,0,0,0,0,0,0,0
MAL,1952,0,0,0,0,0,0,0
MAL,1956,0,0,0,34,5,0,0
MAL,1960,0,0,0,11,4,0,0
MAL,1964,0,0,0,0,0,0,0
MAL,1968,0,0,0,0,0,0,0
MAL,1972,0,0,0,0,0,0,0
MAL,1976,0,0,0,0,0,0,0
MAL,1980,0,0,0,0,0,0,0
MAL,1984,0,0,0,0,0,0,0
MAL,1988,0,0,0,0,0,0,0
MAL,1992,0,0,0,0,0,0,0
MAL,1996,0,0,0,0,0,0,0
MAL,2000,0,0,0,0,0,0,0
MAL,2004,0,0,0,0,0,0,0
MAL,2008,0,0,0,0,0,0,0
MAL,2012,0,0,0,0,0,0,0
MAL,2016,0,0,0,0,0,0,0
MAL,2020,0,0,0,0,0,0,0
MAL,2024,0,0,0,0,0,0,0
MAR,1896,0,0,0,0,0,0,0
MAR,1900,0,0,0,0,0,0,0
MAR,1904,0,0,0,0,0,0,0
MAR,1908,0,0,0,0,0,0,0
MAR,1912,0,0,0,0,0,0,0
MAR,1916,0,0,0,0,0,0,0
MAR,1920,0,0,0,0,0,0,0
MAR,1924,0,0,0,0,0,0,0
MAR,1928,0,0,0,0,0,0,0
MAR,1932,0,0,0,0,0,0,0
MAR,1936,0,0,0,0,0,0,0
MAR,1940,0,0,0,0,0,0,0
MAR,1944,0,0,0,0,0,0,0
MAR,1948,0,0,0,0,0,0,0
MAR,1952,0,0,0,0,0,0,0
MAR,1956,0,0,0,0,0,0,0
MAR,1960,0,0,1,111,10,0,1
MAR,1964,0,0,0,21,4,0,0
MAR,1968,0,0,0,25,4,0,0
MAR,1972,0,0,0,39,5,0,0
MAR,1976,0,0,0,9,2,0,0
MAR,1980,0,0,0,0,0,0,0
MAR,1984,0,2,0,35,6,0,2
MAR,1988,2,1,0,29,4,0,3
MAR,1992,1,1,1,45,7,0,3
MAR,1996,2,0,0,38,7,0,2
MAR,2000,4,0,1,55,9,0,5
MAR,2004,0,2,1,57,9,0,3
MAR,2008,1,0,1,49,7,0,2
MAR,2012,1,0,0,67,12,0,1
MAR,2016,1,0,0,52,13,0,1
MAR,2020,0,1,0,51,18,0,1
MAR,2024,1,1,0,63,21,0,2
MAS,1896,0,0,0,0,0,0,0
MAS,1900,0,0,0,0,0,0,0
MAS,1904,0,0,0,0,0,0,0
MAS,1908,0,0,0,0,0,0,0
MAS,1912,0,0,0,0,0,0,0
MAS,1916,0,0,0,0,0,0,0
MAS,1920,0,0,0,0,0,0,0
MAS,1924,0,0,0,0,0,0,0
MAS,1928,0,0,0,0,0,0,0
MAS,1932,0,0,0,0,0,0,0
MAS,1936,0,0,0,0,0,0,0
MAS,1940,0,0,0,0,0,0,0
MAS,1944,0,0,0,0,0,0,0
MAS,1948,0,0,0,0,0,0,0
MAS,1952,0,0,0,0,0,0,0
MAS,1956,0,0,0,0,0,0,0
MAS,1960,0,0,0,0,0,0,0
MAS,1964,0,0,0,81,10,0,0
MAS,1968,0,0,0,35,4,0,0
MAS,1972,0,0,0,57,6,0,0
MAS,1976,0,0,0,25,5,0,0
MAS,1980,0,0,0,0,0,0,0
MAS,1984,0,0,0,27,5,0,0
MAS,1988,0,0,0,17,5,0,0
MAS,1992,1,0,0,30,6,0,1
MAS,1996,1,0,1,43,8,0,2
MAS,2000,0,0,0,55,9,0,0
MAS,2004,0,0,0,38,11,0,0
MAS,2008,0,0,1,42,10,0,1
MAS,2012,1,0,1,38,9,0,2
MAS,2016,1,0,4,42,10,0,5
MAS,2020,1,0,1,47,10,0,2
MAS,2024,2,0,0,32,11,0,2
MAW,1896,0,0,0,0,0,0,0
MAW,1900,0,0,0,0,0,0,0
MAW,1904,0,0,0,0,0,0,0
MAW,1908,0,0,0,0,0,0,0
MAW,1912,0,0,0,0,0,0,0
MAW,1916,0,0,0,0,0,0,0
MAW,1920,0,0,0,0,0,0,0
MAW,1924,0,0,0,0,0,0,0
MAW,1928,0,0,0,0,0,0,0
MAW,1932,0,0,0,0,0,0,0
MAW,1936,0,0,0,0,0,0,0
MAW,1940,0,0,0,0,0,0,0
MAW,1944,0,0,0,0,0,0,0
MAW,1948,0,0,0,0,0,0,0
MAW,1952,0,0,0,0,0,0,0
MAW,1956,0,0,0,0,0,0,0
MAW,1960,0,0,0,0,0,0,0
MAW,1964,0,0,0,0,0,0,0
MAW,1968,0,0,0,0,0,0,0
MAW,1972,0,0,0,18,3,0,0
MAW,1976,0,0,0,0,0,0,0
MAW,1980,0,0,0,0,0,0,0
MAW,1984,0,0,0,23,3,0,0
MAW,1988,0,0,0,22,3,0,0
MAW,1992,0,0,0,4,1,0,0
MAW,1996,0,0,0,2,1,0,0
MAW,2000,0,0,0,2,1,0,0
MAW,2004,0,0,0,4,2,0,0
MAW,2008,0,0,0,4,2,0,0
MAW,2012,0,0,0,3,2,0,0
MAW,2016,0,0,0,5,3,0,0
MAW,2020,0,0,0,5,4,0,0
MAW,2024,0,0,0,3,2,0,0
MDA,1896,0,0,0,0,0,0,0
MDA,1900,0,0,0,0,0,0,0
MDA,1904,0,0,0,0,0,0,0
MDA,1908,0,0,0,0,0,0,0
MDA,1912,0,0,0,0,0,0,0
MDA,1916,0,0,0,0,0,0,0
MDA,1920,0,0,0,0,0,0,0
MDA,1924,0,0,0,0,0,0,0
MDA,1928,0,0,0,0,0,0,0
MDA,1932,0,0,0,0,0,0,0
MDA,1936,0,0,0,0,0,0,0
MDA,1940,0,0,0,0,0,0,0
MDA,1944,0,0,0,0,0,0,0
MDA,1948,0,0,0,0,0,0,0
MDA,1952,0,0,0,0,0,0,0
MDA,1956,0,0,0,0,0,0,0
MDA,1960,0,0,0,0,0,0,0
MDA,1964,0,0,0,0,0,0,0
MDA,1968,0,0,0,0,0,0,0
MDA,1972,0,0,0,0,0,0,0
MDA,1976,0,0,0,0,0,0,0
MDA,1980,0,0,0,0,0,0,0
MDA,1984,0,0,0,0,0,0,0
MDA,1988,0,0,0,0,0,0,0
MDA,1992,0,0,0,0,0,0,0
MDA,1996,1,0,1,50,10,0,2
MDA,2000,1,0,1,35,7,0,2
MDA,2004,0,0,0,33,8,0,0
MDA,2008,1,0,0,30,8,0,1
MDA,2012,2,0,0,20,9,0,2
MDA,2016,0,0,0,23,9,0,0
MDA,2020,1,0,0,26,8,0,1
MDA,2024,3,0,1,30,10,0,4
MDV,1896,0,0,0,0,0,0,0
MDV,1900,0,0,0,0,0,0,0
MDV,1904,0,0,0,0,0,0,0
MDV,1908,0,0,0,0,0,0,0
MDV,1912,0,0,0,0,0,0,0
MDV,1916,0,0,0,0,0,0,0
MDV,1920,0,0,0,0,0,0,0
MDV,1924,0,0,0,0,0,0,0
MDV,1928,0,0,0,0,0,0,0
MDV,1932,0,0,0,0,0,0,0
MDV,1936,0,0,0,0,0,0,0
MDV,1940,0,0,0,0,0,0,0
MDV,1944,0,0,0,0,0,0,0
MDV,1948,0,0,0,0,0,0,0
MDV,1952,0,0,0,0,0,0,0
MDV,1956,0,0,0,0,0,0,0
MDV,1960,0,0,0,0,0,0,0
MDV,1964,0,0,0,0,0,0,0
MDV,1968,0,0,0,0,0,0,0
MDV,1972,0,0,0,0,0,0,0
MDV,1976,0,0,0,0,0,0,0
MDV,1980,0,0,0,0,0,0,0
MDV,1984,0,0,0,0,0,0,0
MDV,1988,0,0,0,9,1,0,0
MDV,1992,0,0,0,10,2,0,0
MDV,1996,0,0,0,9,2,0,0
MDV,2000,0,0,0,4,2,0,0
MDV,2004,0,0,0,4,2,0,0
MDV,2008,0,0,0,4,2,0,0
MDV,2012,0,0,0,5,3,0,0
MDV,2016,0,0,0,4,2,0,0
MDV,2020,0,0,0,4,3,0,0
MDV,2024,0,0,0,5,4,0,0
MEX,1896,0,0,0,0,0,0,0
MEX,1900,3,0,0,3,1,0,3
MEX,1904,0,0,0,0,0,0,0
MEX,1908,0,0,0,0,0,0,0
MEX,1912,0,0,0,0,0,0,0
MEX,1916,0,0,0,0,0,0,0
MEX,1920,0,0,0,0,0,0,0
MEX,1924,0,0,0,28,3,0,0
MEX,1928,0,0,0,55,6,0,0
MEX,1932,0,0,2,100,12,0,2
MEX,1936,3,0,0,32,8,0,3
MEX,1940,0,0,0,0,0,0,0
MEX,1944,0,0,0,0,0,0,0
MEX,1948,2,2,1,149,14,0,5
MEX,1952,0,0,1,85,13,0,1
MEX,1956,1,1,0,36,10,0,2
MEX,1960,1,0,0,110,14,0,1
MEX,1964,1,0,0,128,15,0,1
MEX,1968,3,3,3,446,20,1,9
MEX,1972,0,0,1,281,20,0,1
MEX,1976,1,1,0,137,17,0,2
MEX,1980,3,0,1,74,12,0,4
MEX,1984,1,2,3,155,18,0,6
MEX,1988,2,0,0,144,17,0,2
MEX,1992,0,0,1,140,18,0,1
MEX,1996,1,0,0,111,19,0,1
MEX,2000,3,1,2,98,19,0,6
MEX,2004,1,0,3,137,20,0,4
MEX,2008,2,2,0,103,23,0,4
MEX,2012,4,1,3,119,23,0,8
MEX,2016,2,0,3,139,27,0,5
MEX,2020,4,0,0,196,31,0,4
MEX,2024,2,0,3,155,29,0,5
MGL,1896,0,0,0,0,0,0,0
MGL,1900,0,0,0,0,0,0,0
MGL,1904,0,0,0,0,0,0,0
MGL,1908,0,0,0,0,0,0,0
MGL,1912,0,0,0,0,0,0,0
MGL,1916,0,0,0,0,0,0,0
MGL,1920,0,0,0,0,0,0,0
MGL,1924,0,0,0,0,0,0,0
MGL,1928,0,0,0,0,0,0,0
MGL,1932,0,0,0,0,0,0,0
MGL,1936,0,0,0,0,0,0,0
MGL,1940,0,0,0,0,0,0,0
MGL,1944,0,0,0,0,0,0,0
MGL,1948,0,0,0,0,0,0,0
MGL,1952,0,0,0,0,0,0,0
MGL,1956,0,0,0,0,0,0,0
MGL,1960,0,0,0,0,0,0,0
MGL,1964,0,0,0,40,5,0,0
MGL,1968,3,0,1,38,4,0,4
MGL,1972,0,0,1,44,7,0,1
MGL,1976,0,0,1,33,5,0,1
MGL,1980,2,0,2,57,8,0,4
MGL,1984,0,0,0,0,0,0,0
MGL,1988,1,0,0,32,5,0,1
MGL,1992,2,0,0,38,8,0,2
MGL,1996,1,0,0,18,7,0,1
MGL,2000,0,0,0,23,6,0,0
MGL,2004,1,0,0,21,7,0,1
MGL,2008,0,2,2,31,7,0,4
MGL,2012,3,0,2,32,7,0,5
MGL,2016,1,0,1,46,9,0,2
MGL,2020,3,0,1,61,10,0,4
MGL,2024,0,0,1,48,9,0,1
MHL,1896,0,0,0,0,0,0,0
MHL,1900,0,0,0,0,0,0,0
MHL,1904,0,0,0,0,0,0,0
MHL,1908,0,0,0,0,0,0,0
MHL,1912,0,0,0,0,0,0,0
MHL,1916,0,0,0,0,0,0,0
MHL,1920,0,0,0,0,0,0,0
MHL,1924,0,0,0,0,0,0,0
MHL,1928,0,0,0,0,0,0,0
MHL,1932,0,0,0,0,0,0,0
MHL,1936,0,0,0,0,0,0,0
MHL,1940,0,0,0,0,0,0,0
MHL,1944,0,0,0,0,0,0,0
MHL,1948,0,0,0,0,0,0,0
MHL,1952,0,0,0,0,0,0,0
MHL,1956,0,0,0,0,0,0,0
MHL,1960,0,0,0,0,0,0,0
MHL,1964,0,0,0,0,0,0,0
MHL,1968,0,0,0,0,0,0,0
MHL,1972,0,0,0,0,0,0,0
MHL,1976,0,0,0,0,0,0,0
MHL,1980,0,0,0,0,0,0,0
MHL,1984,0,0,0,0,0,0,0
