NOC,Year,Bronze,Gold,No medal,Silver,Participants,Events,is_host
HUN,2000,4,25,185,24,238,23,0
HUN,2004,4,24,218,12,258,20,0
HUN,2008,3,16,189,8,216,20,0
HUN,2012,6,12,175,8,201,21,0
HUN,2016,7,12,182,3,204,20,0
HUN,2020,35,9,186,7,237,25,0
HUN,2024,9,9,225,12,255,24,0
INA,1952,0,0,3,0,3,3,0
INA,1956,0,0,24,0,24,6,0
INA,1960,0,0,27,0,27,8,0
INA,1968,0,0,6,0,6,2,0
INA,1972,0,0,7,0,7,5,0
INA,1976,0,0,11,0,11,5,0
INA,1984,0,0,23,0,23,6,0
INA,1988,0,0,40,3,43,11,0
INA,1992,1,2,45,3,51,10,0
INA,1996,3,2,39,1,45,11,0
INA,2000,2,2,46,4,54,12,0
INA,2004,3,1,34,1,39,14,0
INA,2008,3,2,19,2,26,7,0
INA,2012,1,0,20,1,22,8,0
INA,2016,0,2,27,2,31,7,0
INA,2020,3,2,29,1,35,8,0
INA,2024,1,2,33,0,36,12,0
IND,1900,0,0,3,2,5,1,0
IND,1920,0,0,7,0,7,2,0
IND,1924,0,0,24,0,24,2,0
IND,1928,0,14,10,0,24,2,0
IND,1932,0,15,11,0,26,3,0
IND,1936,0,19,11,0,30,4,0
IND,1948,0,20,69,0,89,10,0
IND,1952,1,14,79,0,94,11,0
IND,1956,0,17,62,0,79,8,0
IND,1960,0,0,36,13,49,6,0
IND,1964,0,15,96,0,111,8,0
IND,1968,16,0,11,0,27,5,0
IND,1972,14,0,29,0,43,7,0
IND,1976,0,0,26,0,26,5,0
IND,1980,0,16,62,0,78,8,0
IND,1984,0,0,53,0,53,7,0
IND,1988,0,0,55,0,55,11,0
IND,1992,0,0,61,0,61,12,0
IND,1996,1,0,53,0,54,13,0
IND,2000,1,0,69,0,70,13,0
IND,2004,0,0,80,1,81,14,0
IND,2008,2,1,64,0,67,12,0
IND,2012,4,0,89,2,95,13,0
IND,2016,1,0,128,1,130,15,0
IND,2020,21,1,127,2,151,18,0
IND,2024,21,0,116,1,138,16,0
IOA,1992,2,0,73,1,76,13,0
IOA,2000,0,0,4,0,4,3,0
IOA,2012,0,0,4,0,4,3,0
IOA,2016,1,1,7,0,9,3,0
IRI,1900,0,0,1,0,1,1,0
IRI,1948,1,0,38,0,39,5,0
IRI,1952,4,0,16,3,23,4,0
IRI,1956,1,2,12,2,17,3,0
IRI,1960,3,0,20,1,24,5,0
IRI,1964,2,0,94,0,96,11,0
IRI,1968,2,2,9,1,14,3,0
IRI,1972,1,0,53,2,56,7,0
IRI,1976,1,0,102,1,104,9,0
IRI,1988,0,0,25,1,26,3,0
IRI,1992,2,0,41,1,44,6,0
IRI,1996,1,1,15,1,18,6,0
IRI,2000,1,3,30,0,34,12,0
IRI,2004,2,2,31,2,37,10,0
IRI,2008,1,1,53,0,55,12,0
IRI,2012,3,4,45,5,57,13,0
IRI,2016,4,3,59,1,67,15,0
IRI,2020,2,3,69,2,76,17,0
IRI,2024,3,3,34,6,46,14,0
IRL,1924,1,0,58,1,60,6,0
IRL,1928,0,1,43,0,44,6,0
IRL,1932,0,2,16,0,18,3,0
IRL,1948,1,0,82,0,83,10,0
IRL,1952,0,0,24,1,25,6,0
IRL,1956,3,1,20,1,25,5,0
IRL,1960,0,0,63,0,63,8,0
IRL,1964,1,0,34,0,35,7,0
IRL,1968,0,0,57,0,57,7,0
IRL,1972,0,0,84,0,84,12,0
IRL,1976,0,0,59,0,59,10,0
IRL,1980,1,0,54,2,57,11,0
IRL,1984,0,0,54,1,55,10,0
IRL,1988,0,0,78,0,78,12,0
IRL,1992,0,1,75,1,77,12,0
IRL,1996,1,3,95,0,99,13,0
IRL,2000,0,0,75,1,76,10,0
IRL,2004,0,0,55,0,55,9,0
IRL,2008,2,0,60,1,63,12,0
IRL,2012,3,1,71,1,76,14,0
IRL,2016,0,0,90,3,93,14,0
IRL,2020,5,3,142,0,150,20,0
IRL,2024,3,4,178,0,185,17,0
IRQ,1948,0,0,13,0,13,2,0
IRQ,1960,1,0,27,0,28,5,0
IRQ,1964,0,0,19,0,19,3,0
IRQ,1968,0,0,4,0,4,3,0
IRQ,1980,0,0,44,0,44,5,0
IRQ,1984,0,0,25,0,25,4,0
IRQ,1988,0,0,28,0,28,5,0
IRQ,1992,0,0,8,0,8,3,0
IRQ,1996,0,0,3,0,3,3,0
IRQ,2000,0,0,4,0,4,2,0
IRQ,2004,0,0,24,0,24,7,0
IRQ,2008,0,0,4,0,4,2,0
IRQ,2012,0,0,8,0,8,7,0
IRQ,2016,0,0,20,0,20,5,0
IRQ,2020,0,0,3,0,3,3,0
IRQ,2024,0,0,23,0,23,5,0
ISL,1908,0,0,1,0,1,1,0
ISL,1912,0,0,2,0,2,2,0
ISL,1936,0,0,13,0,13,2,0
ISL,1948,0,0,27,0,27,3,0
ISL,1952,0,0,18,0,18,1,0
ISL,1956,0,0,1,1,2,1,0
ISL,1960,0,0,11,0,11,2,0
ISL,1964,0,0,5,0,5,2,0
ISL,1968,0,0,16,0,16,3,0
ISL,1972,0,0,30,0,30,4,0
ISL,1976,0,0,22,0,22,4,0
ISL,1980,0,0,12,0,12,3,0
ISL,1984,1,0,34,0,35,5,0
ISL,1988,0,0,42,0,42,5,0
ISL,1992,0,0,31,0,31,6,0
ISL,1996,0,0,15,0,15,5,0
ISL,2000,1,0,28,0,29,5,0
ISL,2004,0,0,34,0,34,5,0
ISL,2008,0,0,17,14,31,5,0
ISL,2012,0,0,36,0,36,6,0
ISL,2016,0,0,14,0,14,4,0
ISL,2020,0,0,5,0,5,3,0
ISL,2024,0,0,7,0,7,4,0
ISR,1952,0,0,31,0,31,5,0
ISR,1956,0,0,3,0,3,3,0
ISR,1960,0,0,46,0,46,7,0
ISR,1964,0,0,13,0,13,3,0
ISR,1968,0,0,39,0,39,4,0
ISR,1972,0,0,17,0,17,7,0
ISR,1976,0,0,34,0,34,10,0
ISR,1984,0,0,65,0,65,11,0
ISR,1988,0,0,29,0,29,8,0
ISR,1992,1,0,42,1,44,10,0
ISR,1996,1,0,37,0,38,10,0
ISR,2000,1,0,57,0,58,9,0
ISR,2004,1,1,44,0,46,14,0
ISR,2008,1,0,59,0,60,12,0
ISR,2012,0,0,56,0,56,10,0
ISR,2016,2,0,57,0,59,16,0
ISR,2020,12,2,114,0,128,19,0
ISR,2024,1,1,127,9,138,20,0
ISV,1968,0,0,6,0,6,3,0
ISV,1972,0,0,16,0,16,4,0
ISV,1976,0,0,26,0,26,6,0
ISV,1984,0,0,52,0,52,7,0
ISV,1988,0,0,45,1,46,6,0
ISV,1992,0,0,34,0,34,7,0
ISV,1996,0,0,14,0,14,5,0
ISV,2000,0,0,12,0,12,5,0
ISV,2004,0,0,9,0,9,4,0
ISV,2008,0,0,8,0,8,5,0
ISV,2012,0,0,9,0,9,3,0
ISV,2016,0,0,7,0,7,4,0
ISV,2020,0,0,5,0,5,3,0
ISV,2024,0,0,5,0,5,4,0
ITA,1896,0,0,1,0,1,1,0
ITA,1900,0,3,31,2,36,6,0
ITA,1904,0,0,1,0,1,1,0
ITA,1906,27,21,47,8,103,9,0
ITA,1908,0,2,89,6,97,8,0
ITA,1912,2,22,71,1,96,8,0
ITA,1920,8,67,207,9,291,18,0
ITA,1924,21,25,282,5,333,18,0
ITA,1928,26,24,201,22,273,15,0
ITA,1932,18,21,77,38,154,13,0
ITA,1936,5,37,273,34,349,17,0
ITA,1948,14,21,243,32,310,16,0
ITA,1952,15,17,322,22,376,19,0
ITA,1956,10,26,160,11,207,14,0
ITA,1960,34,36,314,18,402,19,1
ITA,1964,9,14,205,28,256,18,0
ITA,1968,20,5,235,8,268,17,0
ITA,1972,13,9,320,3,345,19,0
ITA,1976,4,2,281,25,312,20,0
ITA,1980,8,8,166,21,203,19,0
ITA,1984,28,29,305,6,368,23,0
ITA,1988,8,11,345,10,374,23,0
ITA,1992,14,21,386,10,431,26,0
ITA,1996,28,19,389,24,460,27,0
ITA,2000,29,22,392,14,457,29,0
ITA,2004,39,24,370,41,474,30,0
ITA,2008,20,8,417,14,459,29,0
ITA,2012,30,16,314,22,382,28,0
ITA,2016,24,8,327,40,399,26,0
ITA,2020,37,22,448,17,524,39,0
ITA,2024,25,31,528,26,610,39,0
IVB,1984,0,0,13,0,13,2,0
IVB,1988,0,0,4,0,4,2,0
IVB,1992,0,0,4,0,4,2,0
IVB,1996,0,0,11,0,11,2,0
IVB,2000,0,0,1,0,1,1,0
IVB,2004,0,0,1,0,1,1,0
IVB,2008,0,0,2,0,2,1,0
IVB,2012,0,0,2,0,2,1,0
IVB,2016,0,0,4,0,4,2,0
IVB,2020,0,0,3,0,3,2,0
IVB,2024,0,0,4,0,4,2,0
JAM,1948,0,1,23,2,26,3,0
JAM,1952,0,5,8,3,16,2,0
JAM,1956,0,0,13,0,13,1,0
JAM,1964,0,0,32,0,32,4,0
JAM,1968,0,0,34,1,35,5,0
JAM,1972,1,0,50,0,51,6,0
JAM,1976,0,1,34,1,36,3,0
JAM,1980,3,0,29,0,32,2,0
JAM,1984,2,0,68,5,75,5,0
JAM,1988,0,0,42,7,49,5,0
JAM,1992,1,0,47,3,51,5,0
JAM,1996,12,1,53,3,69,5,0
JAM,2000,3,0,42,20,65,4,0
JAM,2004,6,6,49,1,62,4,0
JAM,2008,6,5,52,3,66,4,0
JAM,2012,8,8,37,9,62,4,0
JAM,2016,2,11,47,17,77,4,0
JAM,2020,11,9,66,1,87,6,0
JAM,2024,2,1,75,3,81,4,0
JOR,1980,0,0,6,0,6,1,0
JOR,1984,0,0,15,0,15,3,0
JOR,1988,0,0,9,0,9,5,0
JOR,1992,0,0,5,0,5,3,0
JOR,1996,0,0,5,0,5,3,0
JOR,2000,0,0,8,0,8,6,0
JOR,2004,0,0,8,0,8,5,0
JOR,2008,0,0,7,0,7,5,0
JOR,2012,0,0,9,0,9,5,0
JOR,2016,0,1,7,0,8,6,0
JOR,2020,1,0,13,1,15,8,0
JOR,2024,0,0,12,1,13,6,0
JPN,1912,0,0,4,0,4,1,0
JPN,1920,0,0,23,3,26,4,0
JPN,1924,1,0,36,0,37,4,0
JPN,1928,1,2,47,6,56,7,0
JPN,1932,4,10,172,17,203,11,0
JPN,1936,10,9,302,4,325,14,0
JPN,1952,2,1,121,9,133,13,0
JPN,1956,5,4,198,15,222,14,0
JPN,1960,12,9,247,10,278,17,0
JPN,1964,25,32,394,5,456,21,1
JPN,1968,22,16,226,25,289,18,0
JPN,1972,8,29,237,19,293,21,0
JPN,1976,10,25,287,6,328,20,0
JPN,1984,31,10,316,8,365,22,0
JPN,1988,13,4,392,3,412,23,0
JPN,1992,36,3,345,8,392,24,0
JPN,1996,13,3,406,26,448,27,0
JPN,2000,8,5,319,31,363,28,0
JPN,2004,52,21,321,20,414,31,0
JPN,2008,13,23,406,15,457,31,0
JPN,2012,33,7,315,44,399,29,0
JPN,2016,34,17,372,13,436,32,0
JPN,2020,22,68,656,41,787,46,1
JPN,2024,24,27,516,31,598,41,0
KAZ,1996,4,3,131,4,142,14,0
KAZ,2000,0,3,151,4,158,17,0
KAZ,2004,3,1,122,4,130,17,0
KAZ,2008,7,2,133,4,146,19,0
KAZ,2012,5,7,119,1,132,19,0
KAZ,2016,10,3,105,5,123,19,0
KAZ,2020,8,0,108,0,116,25,0
KAZ,2024,4,1,115,3,123,23,0
KEN,1956,0,0,31,0,31,4,0
KEN,1960,0,0,30,0,30,4,0
KEN,1964,1,0,40,0,41,5,0
KEN,1968,2,3,38,7,50,4,0
KEN,1972,4,5,57,3,69,4,0
KEN,1984,2,1,64,0,67,5,0
KEN,1988,2,5,79,2,88,7,0
KEN,1992,2,2,47,4,55,5,0
KEN,1996,3,1,46,4,54,5,0
KEN,2000,2,2,52,3,59,6,0
KEN,2004,2,1,39,4,46,4,0
KEN,2008,5,6,32,4,47,5,0
KEN,2012,5,2,40,4,51,4,0
KEN,2016,1,6,67,6,80,7,0
KEN,2020,2,4,79,4,89,7,0
KEN,2024,5,4,66,2,77,6,0
KGZ,1996,0,0,53,0,53,9,0
KGZ,2000,1,0,70,0,71,9,0
KGZ,2004,0,0,32,0,32,9,0
KGZ,2008,1,0,20,1,22,9,0
KGZ,2012,0,0,15,0,15,8,0
KGZ,2016,0,0,19,0,19,6,0
KGZ,2020,1,0,14,2,17,7,0
KGZ,2024,4,0,11,2,17,5,0
KIR,2004,0,0,3,0,3,2,0
KIR,2008,0,0,2,0,2,2,0
KIR,2012,0,0,3,0,3,2,0
KIR,2016,0,0,3,0,3,2,0
KIR,2020,0,0,3,0,3,3,0
KIR,2024,0,0,3,0,3,3,0
KOR,1948,2,0,46,0,48,7,0
KOR,1952,2,0,20,0,22,6,0
KOR,1956,1,0,34,1,36,7,0
KOR,1960,0,0,49,0,49,9,0
KOR,1964,1,0,237,2,240,17,0
KOR,1968,1,0,64,1,66,11,0
KOR,1972,0,0,42,1,43,8,0
KOR,1976,15,1,34,1,51,5,0
KOR,1984,7,6,199,28,240,19,0
KOR,1988,12,28,474,37,551,27,1
KOR,1992,16,28,273,5,322,24,0
KOR,1996,7,10,351,49,417,25,0
KOR,2000,35,12,286,26,359,26,0
KOR,2004,10,14,292,28,344,25,0
KOR,2008,26,41,251,11,329,27,0
KOR,2012,30,18,251,13,312,25,0
KOR,2016,10,13,237,3,263,26,0
KOR,2020,17,14,300,7,338,31,0
KOR,2024,23,21,190,14,248,23,0
KOS,2016,0,1,7,0,8,5,0
KOS,2020,0,2,9,0,11,6,0
KOS,2024,1,0,7,1,9,4,0
KSA,1972,0,0,14,0,14,1,0
KSA,1976,0,0,19,0,19,1,0
KSA,1984,0,0,42,0,42,5,0
KSA,1988,0,0,13,0,13,3,0
KSA,1992,0,0,17,0,17,5,0
KSA,1996,0,0,34,0,34,5,0
KSA,2000,1,0,21,1,23,5,0
KSA,2004,0,0,16,0,16,6,0
KSA,2008,0,0,18,0,18,4,0
KSA,2012,4,0,19,0,23,5,0
KSA,2016,0,0,11,0,11,5,0
KSA,2020,0,0,32,1,33,9,0
KSA,2024,0,0,11,0,11,4,0
KUW,1968,0,0,2,0,2,1,0
KUW,1972,0,0,4,0,4,2,0
KUW,1976,0,0,21,0,21,4,0
KUW,1980,0,0,67,0,67,7,0
KUW,1984,0,0,31,0,31,5,0
KUW,1988,0,0,34,0,34,7,0
KUW,1992,0,0,37,0,37,7,0
KUW,1996,0,0,27,0,27,9,0
KUW,2000,1,0,29,0,30,6,0
KUW,2004,0,0,11,0,11,3,0
KUW,2008,0,0,8,0,8,5,0
KUW,2012,1,0,11,0,12,4,0
KUW,2020,1,0,9,0,10,5,0
KUW,2024,0,0,9,0,9,6,0
LAO,1980,0,0,19,0,19,3,0
LAO,1988,0,0,3,0,3,2,0
LAO,1992,0,0,7,0,7,2,0
LAO,1996,0,0,5,0,5,1,0
LAO,2000,0,0,3,0,3,2,0
LAO,2004,0,0,5,0,5,3,0
LAO,2008,0,0,4,0,4,2,0
LAO,2012,0,0,3,0,3,2,0
LAO,2016,0,0,5,0,5,4,0
LAO,2020,0,0,4,0,4,3,0
LAO,2024,0,0,4,0,4,3,0
LAT,1924,0,0,47,0,47,6,0
LAT,1928,0,0,24,0,24,6,0
LAT,1932,0,0,12,1,13,2,0
LAT,1936,1,0,31,1,33,6,0
LAT,1992,1,0,37,2,40,13,0
LAT,1996,0,0,54,1,55,12,0
LAT,2000,1,1,57,1,60,13,0
LAT,2004,0,0,41,4,45,11,0
LAT,2008,1,1,50,1,53,11,0
LAT,2012,2,1,47,0,50,12,0
LAT,2016,0,0,33,0,33,12,0
LAT,2020,1,4,33,0,38,15,0
LAT,2024,0,0,32,0,32,14,0
LBA,1968,0,0,1,0,1,1,0
LBA,1980,0,0,38,0,38,5,0
LBA,1988,0,0,7,0,7,3,0
LBA,1992,0,0,5,0,5,4,0
LBA,1996,0,0,5,0,5,2,0
LBA,2000,0,0,3,0,3,3,0
LBA,2004,0,0,8,0,8,5,0
LBA,2008,0,0,6,0,6,4,0
LBA,2012,0,0,4,0,4,3,0
LBA,2016,0,0,7,0,7,6,0
LBA,2020,0,0,4,0,4,4,0
LBA,2024,0,0,6,0,6,5,0
LBN,2020,0,0,6,0,6,5,0
LBN,2024,0,0,11,0,11,7,0
LBR,1956,0,0,11,0,11,1,0
LBR,1960,0,0,6,0,6,1,0
LBR,1964,0,0,2,0,2,1,0
LBR,1972,0,0,5,0,5,1,0
LBR,1984,0,0,10,0,10,1,0
LBR,1988,0,0,11,0,11,2,0
LBR,1996,0,0,7,0,7,1,0
LBR,2000,0,0,10,0,10,1,0
LBR,2004,0,0,2,0,2,1,0
LBR,2008,0,0,4,0,4,1,0
LBR,2012,0,0,3,0,3,1,0
LBR,2016,0,0,3,0,3,1,0
LBR,2020,0,0,4,0,4,1,0
LBR,2024,0,0,10,0,10,1,0
LCA,1996,0,0,8,0,8,2,0
LCA,2000,0,0,5,0,5,2,0
LCA,2004,0,0,2,0,2,2,0
LCA,2008,0,0,4,0,4,2,0
LCA,2012,0,0,4,0,4,3,0
LCA,2016,0,0,5,0,5,3,0
LCA,2020,0,0,5,0,5,3,0
LCA,2024,0,1,3,1,5,3,0
LES,1972,0,0,2,0,2,1,0
LES,1980,0,0,7,0,7,1,0
LES,1984,0,0,5,0,5,2,0
LES,1988,0,0,6,0,6,2,0
LES,1992,0,0,8,0,8,1,0
LES,1996,0,0,11,0,11,1,0
LES,2000,0,0,6,0,6,3,0
LES,2004,0,0,3,0,3,2,0
LES,2008,0,0,5,0,5,2,0
LES,2012,0,0,4,0,4,2,0
LES,2016,0,0,9,0,9,3,0
LES,2020,0,0,2,0,2,1,0
LES,2024,0,0,3,0,3,2,0
LIB,1948,0,0,9,0,9,3,0
LIB,1952,1,0,7,1,9,4,0
LIB,1960,0,0,22,0,22,6,0
LIB,1964,0,0,8,0,8,2,0
LIB,1968,0,0,15,0,15,6,0
LIB,1972,0,0,35,1,36,9,0
LIB,1976,0,0,4,0,4,3,0
LIB,1980,1,0,18,0,19,8,0
LIB,1984,0,0,30,0,30,9,0
LIB,1988,0,0,31,0,31,8,0
LIB,1992,0,0,18,0,18,7,0
LIB,1996,0,0,1,0,1,1,0
LIB,2000,0,0,6,0,6,4,0
LIB,2004,0,0,5,0,5,3,0
LIB,2008,0,0,6,0,6,4,0
LIB,2012,0,0,10,0,10,7,0
LIB,2016,0,0,9,0,9,7,0
LIE,1936,0,0,8,0,8,3,0
LIE,1948,0,0,2,0,2,1,0
LIE,1952,0,0,2,0,2,1,0
LIE,1960,0,0,8,0,8,3,0
LIE,1964,0,0,3,0,3,1,0
LIE,1968,0,0,3,0,3,1,0
LIE,1972,0,0,12,0,12,4,0
LIE,1976,0,0,9,0,9,2,0
LIE,1984,0,0,8,0,8,3,0
LIE,1988,0,0,16,0,16,5,0
LIE,1992,0,0,8,0,8,4,0
LIE,1996,0,0,2,0,2,2,0
LIE,2000,0,0,2,0,2,2,0
LIE,2004,0,0,1,0,1,1,0
LIE,2008,0,0,2,0,2,2,0
LIE,2012,0,0,4,0,4,3,0
LIE,2016,0,0,3,0,3,2,0
LIE,2020,0,0,9,0,9,3,0
LIE,2024,0,0,1,0,1,1,0
LTU,1924,0,0,13,0,13,2,0
LTU,1928,0,0,13,0,13,4,0
LTU,1992,12,1,41,0,54,11,0
LTU,1996,11,0,70,0,81,14,0
LTU,2000,15,2,60,0,77,15,0
LTU,2004,0,1,67,2,70,13,0
LTU,2008,3,0,73,2,78,16,0
LTU,2012,2,2,67,1,72,14,0
LTU,2016,5,0,73,2,80,15,0
LTU,2020,0,0,58,1,59,13,0
LTU,2024,5,0,56,2,63,14,0
LUX,1900,0,1,0,0,1,1,0
LUX,1912,0,0,44,0,44,2,0
LUX,1920,0,0,34,1,35,6,0
LUX,1924,0,1,120,1,122,10,0
LUX,1928,0,1,106,0,107,10,0
LUX,1932,0,0,11,0,11,1,0
LUX,1936,0,0,129,0,129,10,0
LUX,1948,0,0,115,0,115,8,0
LUX,1952,0,1,100,0,101,9,0
LUX,1956,0,0,27,0,27,5,0
LUX,1960,0,0,117,0,117,10,0
LUX,1964,0,0,27,0,27,7,0
LUX,1968,0,0,7,0,7,5,0
LUX,1972,0,0,15,0,15,5,0
LUX,1976,0,0,9,0,9,4,0
LUX,1980,0,0,4,0,4,3,0
LUX,1984,0,0,5,0,5,3,0
LUX,1988,0,0,11,0,11,4,0
LUX,1992,0,0,8,0,8,4,0
LUX,1996,0,0,7,0,7,5,0
LUX,2000,0,0,9,0,9,4,0
LUX,2004,0,0,14,0,14,6,0
LUX,2008,0,0,19,0,19,7,0
LUX,2012,0,0,11,0,11,7,0
LUX,2016,0,0,15,0,15,5,0
LUX,2020,0,0,14,0,14,7,0
LUX,2024,0,0,13,0,13,7,0
MAD,1964,0,0,4,0,4,1,0
MAD,1968,0,0,6,0,6,2,0
MAD,1972,0,0,13,0,13,2,0
MAD,1980,0,0,18,0,18,4,0
MAD,1984,0,0,5,0,5,2,0
MAD,1992,0,0,17,0,17,6,0
MAD,1996,0,0,14,0,14,4,0
MAD,2000,0,0,13,0,13,4,0
MAD,2004,0,0,8,0,8,5,0
MAD,2008,0,0,6,0,6,4,0
MAD,2012,0,0,7,0,7,5,0
MAD,2016,0,0,6,0,6,4,0
MAD,2020,0,0,6,0,6,4,0
MAD,2024,0,0,7,0,7,5,0
MAL,1956,0,0,34,0,34,5,0
MAL,1960,0,0,11,0,11,4,0
MAR,1960,0,0,110,1,111,10,0
MAR,1964,0,0,21,0,21,4,0
MAR,1968,0,0,25,0,25,4,0
MAR,1972,0,0,39,0,39,5,0
MAR,1976,0,0,9,0,9,2,0
MAR,1984,0,2,33,0,35,6,0
MAR,1988,2,1,26,0,29,4,0
MAR,1992,1,1,42,1,45,7,0
MAR,1996,2,0,36,0,38,7,0
MAR,2000,4,0,50,1,55,9,0
MAR,2004,0,2,54,1,57,9,0
MAR,2008,1,0,47,1,49,7,0
MAR,2012,1,0,66,0,67,12,0
MAR,2016,1,0,51,0,52,13,0
MAR,2020,0,1,50,0,51,18,0
MAR,2024,19,1,43,0,63,21,0
MAS,1964,0,0,81,0,81,10,0
MAS,1968,0,0,35,0,35,4,0
MAS,1972,0,0,57,0,57,6,0
MAS,1976,0,0,25,0,25,5,0
MAS,1984,0,0,27,0,27,5,0
MAS,1988,0,0,17,0,17,5,0
MAS,1992,2,0,28,0,30,6,0
MAS,1996,1,0,40,2,43,8,0
MAS,2000,0,0,55,0,55,9,0
MAS,2004,0,0,38,0,38,11,0
MAS,2008,0,0,41,1,42,10,0
MAS,2012,1,0,36,1,38,9,0
MAS,2016,1,0,34,7,42,10,0
MAS,2020,2,0,44,1,47,10,0
MAS,2024,3,0,29,0,32,11,0
MAW,1972,0,0,18,0,18,3,0
MAW,1984,0,0,23,0,23,3,0
MAW,1988,0,0,22,0,22,3,0
MAW,1992,0,0,4,0,4,1,0
MAW,1996,0,0,2,0,2,1,0
MAW,2000,0,0,2,0,2,1,0
MAW,2004,0,0,4,0,4,2,0
MAW,2008,0,0,4,0,4,2,0
MAW,2012,0,0,3,0,3,2,0
MAW,2016,0,0,5,0,5,3,0
MAW,2020,0,0,5,0,5,4,0
MAW,2024,0,0,3,0,3,2,0
MDA,1996,1,0,47,2,50,10,0
MDA,2000,1,0,33,1,35,7,0
MDA,2004,0,0,33,0,33,8,0
MDA,2008,1,0,29,0,30,8,0
MDA,2012,2,0,18,0,20,9,0
MDA,2016,0,0,23,0,23,9,0
MDA,2020,1,0,25,0,26,8,0
MDA,2024,3,0,26,1,30,10,0
MDV,1988,0,0,9,0,9,1,0
MDV,1992,0,0,10,0,10,2,0
MDV,1996,0,0,9,0,9,2,0
MDV,2000,0,0,4,0,4,2,0
MDV,2004,0,0,4,0,4,2,0
MDV,2008,0,0,4,0,4,2,0
MDV,2012,0,0,5,0,5,3,0
MDV,2016,0,0,4,0,4,2,0
MDV,2020,0,0,4,0,4,3,0
MDV,2024,0,0,5,0,5,4,0
MEX,1900,3,0,0,0,3,1,0
MEX,1924,0,0,28,0,28,3,0
MEX,1928,0,0,55,0,55,6,0
MEX,1932,0,0,98,2,100,12,0
MEX,1936,16,0,16,0,32,8,0
MEX,1948,4,4,140,1,149,14,0
MEX,1952,0,0,84,1,85,13,0
MEX,1956,1,1,34,0,36,10,0
MEX,1960,1,0,109,0,110,14,0
MEX,1964,1,0,127,0,128,15,0
MEX,1968,3,3,437,3,446,20,1
MEX,1972,0,0,280,1,281,20,0
MEX,1976,1,1,135,0,137,17,0
MEX,1980,9,0,64,1,74,12,0
MEX,1984,1,2,149,3,155,18,0
MEX,1988,2,0,142,0,144,17,0
MEX,1992,0,0,139,1,140,18,0
MEX,1996,1,0,110,0,111,19,0
MEX,2000,3,1,92,2,98,19,0
MEX,2004,1,0,133,3,137,20,0
MEX,2008,2,2,99,0,103,23,0
MEX,2012,3,16,95,5,119,23,0
MEX,2016,2,0,134,3,139,27,0
MEX,2020,27,0,169,0,196,31,0
MEX,2024,4,0,147,4,155,29,0
MGL,1964,0,0,40,0,40,5,0
MGL,1968,3,0,34,1,38,4,0
MGL,1972,0,0,43,1,44,7,0
MGL,1976,0,0,32,1,33,5,0
MGL,1980,2,0,53,2,57,8,0
MGL,1988,1,0,31,0,32,5,0
MGL,1992,2,0,36,0,38,8,0
MGL,1996,1,0,17,0,18,7,0
MGL,2000,0,0,23,0,23,6,0
MGL,2004,1,0,20,0,21,7,0
MGL,2008,0,2,27,2,31,7,0
MGL,2012,3,0,27,2,32,7,0
MGL,2016,1,0,44,1,46,9,0
MGL,2020,3,0,57,1,61,10,0
MGL,2024,0,0,47,1,48,9,0
MHL,2008,0,0,5,0,5,3,0
MHL,2012,0,0,4,0,4,2,0
MHL,2016,0,0,5,0,5,3,0
MHL,2020,0,0,2,0,2,1,0
MHL,2024,0,0,4,0,4,3,0
MKD,1996,0,0,16,0,16,4,0
MKD,2000,1,0,14,0,15,5,0
MKD,2004,0,0,14,0,14,5,0
MKD,2008,0,0,7,0,7,5,0
MKD,2012,0,0,4,0,4,2,0
MKD,2016,0,0,6,0,6,4,0
MKD,2020,0,0,7,1,8,7,0
MKD,2024,0,0,6,0,6,6,0
MLI,1964,0,0,2,0,2,1,0
MLI,1968,0,0,2,0,2,2,0
MLI,1972,0,0,3,0,3,2,0
MLI,1980,0,0,7,0,7,3,0
MLI,1984,0,0,5,0,5,3,0
MLI,1988,0,0,8,0,8,3,0
MLI,1992,0,0,6,0,6,2,0
MLI,1996,0,0,4,0,4,1,0
MLI,2000,0,0,5,0,5,3,0
MLI,2004,0,0,21,0,21,4,0
MLI,2008,0,0,17,0,17,4,0
MLI,2012,0,0,6,0,6,4,0
MLI,2016,0,0,6,0,6,4,0
MLI,2020,0,0,4,0,4,3,0
MLI,2024,0,0,24,0,24,5,0
MLT,1928,0,0,9,0,9,1,0
MLT,1936,0,0,11,0,11,2,0
MLT,1948,0,0,1,0,1,1,0
MLT,1960,0,0,13,0,13,4,0
MLT,1968,0,0,1,0,1,1,0
MLT,1972,0,0,5,0,5,2,0
MLT,1980,0,0,12,0,12,3,0
MLT,1984,0,0,7,0,7,5,0
MLT,1988,0,0,6,0,6,4,0
MLT,1992,0,0,8,0,8,4,0
MLT,1996,0,0,10,0,10,5,0
MLT,2000,0,0,7,0,7,5,0
MLT,2004,0,0,7,0,7,5,0
MLT,2008,0,0,6,0,6,4,0
MLT,2012,0,0,5,0,5,3,0
MLT,2016,0,0,8,0,8,4,0
MLT,2020,0,0,8,0,8,5,0
MLT,2024,0,0,5,0,5,4,0
MNE,2008,0,0,20,0,20,6,0
MNE,2012,0,0,20,14,34,7,0
MNE,2016,0,0,35,0,35,7,0
MNE,2020,0,0,35,0,35,7,0
MNE,2024,0,0,19,0,19,6,0
